,number,forename,surname,dob,nationality,points,wins,avgMillisecondsLap,pitStop,lapOfPitStop,timeOfPitStop,MillisecondsOfPitStop,startingPos,finalPos,totalLaps,timeToFinish,millisecondsToFinish,fastestLap,fastestLapRank,fastestLapTime,fastestLapSpeed,year,raceNumber,name,date,time,status,location,country,lat,lng,alt
2328,\N,Heikki,Kovalainen,1981-10-19,Finnish,0.0,0,108870.45454545454,3,42,15:19:57,22632,19,19,55,\N,\N,44,19,1:45.055,185.697,2011,8,European Grand Prix,2011-06-26,12:00:00,+2 Laps,Valencia,Spain,39.4589,-0.331667,4
2329,\N,Timo,Glock,1982-03-18,German,0.0,0,109854.36363636363,1,17,14:34:56,21900,21,21,55,\N,\N,49,21,1:46.628,182.957,2011,8,European Grand Prix,2011-06-26,12:00:00,+2 Laps,Valencia,Spain,39.4589,-0.331667,4
2330,\N,Timo,Glock,1982-03-18,German,0.0,0,109854.36363636363,2,42,15:20:26,22030,21,21,55,\N,\N,49,21,1:46.628,182.957,2011,8,European Grand Prix,2011-06-26,12:00:00,+2 Laps,Valencia,Spain,39.4589,-0.331667,4
2331,\N,Jarno,Trulli,1974-07-13,Italian,0.0,0,109560.29090909091,1,18,14:36:30,23327,20,20,55,\N,\N,28,20,1:46.208,183.681,2011,8,European Grand Prix,2011-06-26,12:00:00,+2 Laps,Valencia,Spain,39.4589,-0.331667,4
2332,\N,Jarno,Trulli,1974-07-13,Italian,0.0,0,109560.29090909091,2,34,15:05:36,22131,20,20,55,\N,\N,28,20,1:46.208,183.681,2011,8,European Grand Prix,2011-06-26,12:00:00,+2 Laps,Valencia,Spain,39.4589,-0.331667,4
2333,\N,Jérôme,d'Ambrosio,1985-12-27,Belgian,0.0,0,110230.0,1,18,14:36:56,21943,23,22,55,\N,\N,51,22,1:47.164,182.042,2011,8,European Grand Prix,2011-06-26,12:00:00,+2 Laps,Valencia,Spain,39.4589,-0.331667,4
2334,\N,Jérôme,d'Ambrosio,1985-12-27,Belgian,0.0,0,110230.0,2,37,15:11:48,22250,23,22,55,\N,\N,51,22,1:47.164,182.042,2011,8,European Grand Prix,2011-06-26,12:00:00,+2 Laps,Valencia,Spain,39.4589,-0.331667,4
2335,5,Sebastian,Vettel,1987-07-03,German,85.0,1,113301.90909090909,1,16,14:31:32,20357,1,21,33,\N,\N,18,16,1:44.555,186.585,2012,8,European Grand Prix,2012-06-24,12:00:00,Gearbox,Valencia,Spain,39.4589,-0.331667,4
2336,5,Sebastian,Vettel,1987-07-03,German,85.0,1,113301.90909090909,2,29,14:55:02,20023,1,21,33,\N,\N,18,16,1:44.555,186.585,2012,8,European Grand Prix,2012-06-24,12:00:00,Gearbox,Valencia,Spain,39.4589,-0.331667,4
2337,44,Lewis,Hamilton,1985-01-07,British,88.0,1,110004.94545454545,1,13,14:26:30,19355,2,19,55,\N,\N,43,9,1:44.007,187.568,2012,8,European Grand Prix,2012-06-24,12:00:00,Collision,Valencia,Spain,39.4589,-0.331667,4
2338,44,Lewis,Hamilton,1985-01-07,British,88.0,1,110004.94545454545,2,28,14:53:30,31081,2,19,55,\N,\N,43,9,1:44.007,187.568,2012,8,European Grand Prix,2012-06-24,12:00:00,Collision,Valencia,Spain,39.4589,-0.331667,4
2339,10,Kamui,Kobayashi,1986-09-13,Japanese,21.0,0,113433.39393939394,1,14,14:28:20,23071,7,22,33,\N,\N,22,18,1:45.082,185.649,2012,8,European Grand Prix,2012-06-24,12:00:00,Collision,Valencia,Spain,39.4589,-0.331667,4
2340,10,Kamui,Kobayashi,1986-09-13,Japanese,21.0,0,113433.39393939394,2,20,14:39:29,25719,7,22,33,\N,\N,22,18,1:45.082,185.649,2012,8,European Grand Prix,2012-06-24,12:00:00,Collision,Valencia,Spain,39.4589,-0.331667,4
2341,25,Jean-Éric,Vergne,1990-04-25,French,4.0,0,109122.15384615384,1,17,14:34:17,21303,18,23,26,\N,\N,22,20,1:45.491,184.929,2012,8,European Grand Prix,2012-06-24,12:00:00,Collision,Valencia,Spain,39.4589,-0.331667,4
2342,\N,Vitantonio,Liuzzi,1980-08-06,Italian,0.0,0,110789.5,1,15,14:31:23,24459,22,23,54,\N,\N,37,23,1:47.418,181.612,2011,8,European Grand Prix,2011-06-26,12:00:00,+3 Laps,Valencia,Spain,39.4589,-0.331667,4
2343,\N,Vitantonio,Liuzzi,1980-08-06,Italian,0.0,0,110789.5,2,28,14:55:33,22766,22,23,54,\N,\N,37,23,1:47.418,181.612,2011,8,European Grand Prix,2011-06-26,12:00:00,+3 Laps,Valencia,Spain,39.4589,-0.331667,4
2344,\N,Vitantonio,Liuzzi,1980-08-06,Italian,0.0,0,110789.5,3,43,15:23:02,22235,22,23,54,\N,\N,37,23,1:47.418,181.612,2011,8,European Grand Prix,2011-06-26,12:00:00,+3 Laps,Valencia,Spain,39.4589,-0.331667,4
2345,\N,Narain,Karthikeyan,1977-01-14,Indian,0.0,0,112561.94444444444,1,14,14:29:43,28030,24,24,54,\N,\N,32,24,1:47.708,181.123,2011,8,European Grand Prix,2011-06-26,12:00:00,+3 Laps,Valencia,Spain,39.4589,-0.331667,4
2346,\N,Narain,Karthikeyan,1977-01-14,Indian,0.0,0,112561.94444444444,2,29,14:58:17,24675,24,24,54,\N,\N,32,24,1:47.708,181.123,2011,8,European Grand Prix,2011-06-26,12:00:00,+3 Laps,Valencia,Spain,39.4589,-0.331667,4
2347,\N,Narain,Karthikeyan,1977-01-14,Indian,0.0,0,112561.94444444444,3,44,15:26:13,26059,24,24,54,\N,\N,32,24,1:47.708,181.123,2011,8,European Grand Prix,2011-06-26,12:00:00,+3 Laps,Valencia,Spain,39.4589,-0.331667,4
2348,8,Romain,Grosjean,1986-04-17,French,53.0,0,111820.175,1,16,14:31:48,20479,4,20,40,\N,\N,38,8,1:43.764,188.007,2012,8,European Grand Prix,2012-06-24,12:00:00,Electronics,Valencia,Spain,39.4589,-0.331667,4
2349,8,Romain,Grosjean,1986-04-17,French,53.0,0,111820.175,2,28,14:53:16,23183,4,20,40,\N,\N,38,8,1:43.764,188.007,2012,8,European Grand Prix,2012-06-24,12:00:00,Electronics,Valencia,Spain,39.4589,-0.331667,4
2350,44,Lewis,Hamilton,1985-01-07,British,109.0,1,102888.11538461539,1,12,13:25:49,25100,10,4,52,+28.986,5350182,39,5,1:36.180,220.499,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2351,44,Lewis,Hamilton,1985-01-07,British,109.0,1,102888.11538461539,2,24,13:46:21,24065,10,4,52,+28.986,5350182,39,5,1:36.180,220.499,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2352,44,Lewis,Hamilton,1985-01-07,British,109.0,1,102888.11538461539,3,37,14:07:50,23340,10,4,52,+28.986,5350182,39,5,1:36.180,220.499,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2353,\N,Nick,Heidfeld,1977-05-10,German,34.0,0,103783.42307692308,1,10,13:22:37,24716,16,8,52,+1:15.542,5396738,37,14,1:37.117,218.371,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2354,\N,Nick,Heidfeld,1977-05-10,German,34.0,0,103783.42307692308,2,30,13:57:06,24434,16,8,52,+1:15.542,5396738,37,14,1:37.117,218.371,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2355,6,Nico,Rosberg,1985-06-27,German,40.0,0,103497.32692307692,1,12,13:26:12,24722,9,6,52,+1:00.665,5381861,32,13,1:37.073,218.470,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2356,6,Nico,Rosberg,1985-06-27,German,40.0,0,103497.32692307692,2,30,13:56:50,24399,9,6,52,+1:00.665,5381861,32,13,1:37.073,218.470,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2357,14,Fernando,Alonso,1981-07-29,Spanish,112.0,1,102330.69230769231,1,12,13:25:42,26566,3,1,52,1:28:41.196,5321196,41,1,1:34.908,223.454,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2358,14,Fernando,Alonso,1981-07-29,Spanish,112.0,1,102330.69230769231,2,27,13:51:15,23974,3,1,52,1:28:41.196,5321196,41,1,1:34.908,223.454,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2359,14,Fernando,Alonso,1981-07-29,Spanish,112.0,1,102330.69230769231,3,39,14:10:50,23474,3,1,52,1:28:41.196,5321196,41,1,1:34.908,223.454,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2360,19,Felipe,Massa,1981-04-25,Brazilian,52.0,0,102888.57692307692,1,13,13:27:39,24159,4,5,52,+29.010,5350206,49,2,1:35.474,222.129,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2361,19,Felipe,Massa,1981-04-25,Brazilian,52.0,0,102888.57692307692,2,26,13:49:48,23929,4,5,52,+29.010,5350206,49,2,1:35.474,222.129,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2362,19,Felipe,Massa,1981-04-25,Brazilian,52.0,0,102888.57692307692,3,41,14:14:35,23238,4,5,52,+29.010,5350206,49,2,1:35.474,222.129,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2363,99,Adrian,Sutil,1983-01-11,German,10.0,0,103863.61538461539,1,11,13:24:13,25737,11,11,52,+1:19.712,5400908,42,9,1:36.744,219.213,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2364,99,Adrian,Sutil,1983-01-11,German,10.0,0,103863.61538461539,2,25,13:48:32,24077,11,11,52,+1:19.712,5400908,42,9,1:36.744,219.213,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2365,99,Adrian,Sutil,1983-01-11,German,10.0,0,103863.61538461539,3,40,14:13:32,27240,11,11,52,+1:19.712,5400908,42,9,1:36.744,219.213,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2366,\N,Mark,Webber,1976-08-27,Australian,124.0,0,102656.59615384616,1,12,13:25:41,23973,1,3,52,+16.947,5338143,49,4,1:35.665,221.686,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2367,\N,Mark,Webber,1976-08-27,Australian,124.0,0,102656.59615384616,2,26,13:49:36,25490,1,3,52,+16.947,5338143,49,4,1:35.665,221.686,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2368,\N,Mark,Webber,1976-08-27,Australian,124.0,0,102656.59615384616,3,38,14:09:30,23785,1,3,52,+16.947,5338143,49,4,1:35.665,221.686,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2369,5,Sebastian,Vettel,1987-07-03,German,204.0,6,102648.21153846153,1,13,13:27:22,24818,2,2,52,+16.511,5337707,38,3,1:35.565,221.918,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2370,5,Sebastian,Vettel,1987-07-03,German,204.0,6,102648.21153846153,2,27,13:51:10,31558,2,2,52,+16.511,5337707,38,3,1:35.565,221.918,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2371,5,Sebastian,Vettel,1987-07-03,German,204.0,6,102648.21153846153,3,36,14:06:13,23137,2,2,52,+16.511,5337707,38,3,1:35.565,221.918,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2372,\N,Michael,Schumacher,1969-01-03,German,28.0,0,103829.0,1,9,13:20:38,30242,13,9,52,+1:17.912,5399108,34,11,1:37.034,218.558,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2373,\N,Michael,Schumacher,1969-01-03,German,28.0,0,103829.0,2,16,13:33:23,31751,13,9,52,+1:17.912,5399108,34,11,1:37.034,218.558,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2374,\N,Michael,Schumacher,1969-01-03,German,28.0,0,103829.0,3,31,13:58:47,24651,13,9,52,+1:17.912,5399108,34,11,1:37.034,218.558,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2375,\N,Jaime,Alguersuari,1990-03-23,Spanish,9.0,0,103852.0,1,12,13:26:20,24719,18,10,52,+1:19.108,5400304,38,15,1:37.160,218.275,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2376,\N,Jaime,Alguersuari,1990-03-23,Spanish,9.0,0,103852.0,2,31,13:58:46,24095,18,10,52,+1:19.108,5400304,38,15,1:37.160,218.275,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2377,\N,Vitaly,Petrov,1984-09-08,Russian,31.0,0,103882.25,1,11,13:24:37,24880,14,12,52,+1:20.681,5401877,40,6,1:36.308,220.206,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2378,\N,Vitaly,Petrov,1984-09-08,Russian,31.0,0,103882.25,2,38,14:10:21,24172,14,12,52,+1:20.681,5401877,40,6,1:36.308,220.206,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2379,11,Sergio,Pérez,1990-01-26,Mexican,8.0,0,103592.03846153847,1,12,13:26:13,25386,12,7,52,+1:05.590,5386786,35,7,1:36.656,219.413,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2380,11,Sergio,Pérez,1990-01-26,Mexican,8.0,0,103592.03846153847,2,32,14:00:08,25619,12,7,52,+1:05.590,5386786,35,7,1:36.656,219.413,2011,9,British Grand Prix,2011-07-10,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2381,44,Lewis,Hamilton,1985-01-07,British,92.0,1,98995.21153846153,1,21,13:38:11,24498,8,8,52,+36.463,5147751,44,15,1:36.173,220.515,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2382,44,Lewis,Hamilton,1985-01-07,British,92.0,1,98995.21153846153,2,28,13:49:52,25003,8,8,52,+36.463,5147751,44,15,1:36.173,220.515,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2383,6,Nico,Rosberg,1985-06-27,German,75.0,1,99397.73076923077,1,15,13:28:30,25189,11,15,52,+57.394,5168682,49,11,1:35.750,221.489,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2384,6,Nico,Rosberg,1985-06-27,German,75.0,1,99397.73076923077,2,37,14:04:48,33529,11,15,52,+57.394,5168682,49,11,1:35.750,221.489,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2385,14,Fernando,Alonso,1981-07-29,Spanish,129.0,2,98352.84615384616,1,15,13:28:03,25372,1,2,52,+3.060,5114348,49,7,1:35.385,222.336,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2386,14,Fernando,Alonso,1981-07-29,Spanish,129.0,2,98352.84615384616,2,37,14:04:03,24998,1,2,52,+3.060,5114348,49,7,1:35.385,222.336,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2387,7,Kimi,Räikkönen,1979-10-17,Finnish,83.0,0,98492.34615384616,1,13,13:24:58,25581,6,5,52,+10.314,5121602,50,1,1:34.661,224.037,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2388,7,Kimi,Räikkönen,1979-10-17,Finnish,83.0,0,98492.34615384616,2,34,13:59:31,25871,6,5,52,+10.314,5121602,50,1,1:34.661,224.037,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2389,19,Felipe,Massa,1981-04-25,Brazilian,23.0,0,98477.05769230769,1,13,13:24:56,25325,5,4,52,+9.519,5120807,50,5,1:35.041,223.141,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2390,19,Felipe,Massa,1981-04-25,Brazilian,23.0,0,98477.05769230769,2,35,14:01:05,25110,5,4,52,+9.519,5120807,50,5,1:35.041,223.141,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2391,\N,Mark,Webber,1976-08-27,Australian,116.0,2,98294.0,2,33,13:57:42,25179,2,1,52,1:25:11.288,5111288,49,4,1:34.934,223.393,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2392,\N,Mark,Webber,1976-08-27,Australian,116.0,2,98294.0,1,14,13:26:30,25854,2,1,52,1:25:11.288,5111288,49,4,1:34.934,223.393,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2393,22,Jenson,Button,1980-01-19,British,50.0,1,99148.69230769231,1,16,13:30:09,25138,16,10,52,+44.444,5155732,52,14,1:36.086,220.714,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2394,22,Jenson,Button,1980-01-19,British,50.0,1,99148.69230769231,2,31,13:55:02,24762,16,10,52,+44.444,5155732,52,14,1:36.086,220.714,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2395,5,Sebastian,Vettel,1987-07-03,German,100.0,1,98387.0,2,31,13:54:33,25319,4,3,52,+4.836,5116124,52,3,1:34.897,223.480,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2396,5,Sebastian,Vettel,1987-07-03,German,100.0,1,98387.0,1,10,13:19:58,25829,4,3,52,+4.836,5116124,52,3,1:34.897,223.480,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2397,\N,Michael,Schumacher,1969-01-03,German,23.0,0,98854.63461538461,1,12,13:23:17,25938,3,7,52,+29.153,5140441,52,6,1:35.191,222.789,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2398,\N,Michael,Schumacher,1969-01-03,German,23.0,0,98854.63461538461,2,34,13:59:45,25552,3,7,52,+29.153,5140441,52,6,1:35.191,222.789,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2399,8,Romain,Grosjean,1986-04-17,French,61.0,0,98622.86538461539,2,26,13:46:39,25388,9,6,52,+17.101,5128389,50,2,1:34.884,223.510,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2400,8,Romain,Grosjean,1986-04-17,French,61.0,0,98622.86538461539,1,2,13:06:42,34201,9,6,52,+17.101,5128389,50,2,1:34.884,223.510,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2401,10,Kamui,Kobayashi,1986-09-13,Japanese,21.0,0,99166.5,1,16,13:30:03,26845,17,11,52,+45.370,5156658,48,9,1:35.478,222.120,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2402,10,Kamui,Kobayashi,1986-09-13,Japanese,21.0,0,99166.5,2,37,14:04:36,39208,17,11,52,+45.370,5156658,48,9,1:35.478,222.120,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2403,27,Nico,Hülkenberg,1987-08-19,German,17.0,0,99214.30769230769,1,16,13:30:05,26060,14,12,52,+47.856,5159144,37,13,1:35.981,220.956,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2404,27,Nico,Hülkenberg,1987-08-19,German,17.0,0,99214.30769230769,2,35,14:01:25,25444,14,12,52,+47.856,5159144,37,13,1:35.981,220.956,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2405,\N,Bruno,Senna,1983-10-15,Brazilian,18.0,0,99127.59615384616,1,14,13:26:49,25983,13,9,52,+43.347,5154635,48,12,1:35.863,221.228,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2406,\N,Bruno,Senna,1983-10-15,Brazilian,18.0,0,99127.59615384616,2,30,13:53:19,26573,13,9,52,+43.347,5154635,48,12,1:35.863,221.228,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2407,3,Daniel,Ricciardo,1989-07-01,Australian,2.0,0,99279.40384615384,1,16,13:30:14,25626,12,13,52,+51.241,5162529,49,8,1:35.448,222.190,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2408,3,Daniel,Ricciardo,1989-07-01,Australian,2.0,0,99279.40384615384,2,29,13:51:50,25613,12,13,52,+51.241,5162529,49,8,1:35.448,222.190,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2409,25,Jean-Éric,Vergne,1990-04-25,French,4.0,0,99319.25,1,14,13:26:57,26489,23,14,52,+53.313,5164601,49,10,1:35.514,222.036,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2410,25,Jean-Éric,Vergne,1990-04-25,French,4.0,0,99319.25,2,32,13:56:46,26200,23,14,52,+53.313,5164601,49,10,1:35.514,222.036,2012,9,British Grand Prix,2012-07-08,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2411,44,Lewis,Hamilton,1985-01-07,British,89.0,0,107446.38461538461,1,8,13:17:20,29026,1,4,52,+7.756,5587212,51,4,1:34.159,225.231,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2412,44,Lewis,Hamilton,1985-01-07,British,89.0,0,107446.38461538461,2,36,14:08:08,24635,1,4,52,+7.756,5587212,51,4,1:34.159,225.231,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2413,6,Nico,Rosberg,1985-06-27,German,82.0,2,107297.23076923077,1,12,13:23:20,24990,2,1,52,1:32:59.456,5579456,50,2,1:33.531,226.744,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2414,6,Nico,Rosberg,1985-06-27,German,82.0,2,107297.23076923077,2,34,14:04:28,24893,2,1,52,1:32:59.456,5579456,50,2,1:33.531,226.744,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2415,6,Nico,Rosberg,1985-06-27,German,82.0,2,107297.23076923077,3,42,14:17:48,25436,2,1,52,1:32:59.456,5579456,50,2,1:33.531,226.744,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2416,14,Fernando,Alonso,1981-07-29,Spanish,111.0,2,107434.23076923077,1,10,13:20:16,24572,9,3,52,+7.124,5586580,50,3,1:34.090,225.396,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2417,14,Fernando,Alonso,1981-07-29,Spanish,111.0,2,107434.23076923077,2,30,13:58:10,24789,9,3,52,+7.124,5586580,50,3,1:34.090,225.396,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2418,14,Fernando,Alonso,1981-07-29,Spanish,111.0,2,107434.23076923077,3,41,14:16:06,25018,9,3,52,+7.124,5586580,50,3,1:34.090,225.396,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2419,7,Kimi,Räikkönen,1979-10-17,Finnish,98.0,1,107513.71153846153,1,11,13:21:52,24992,8,5,52,+11.257,5590713,49,8,1:35.384,222.339,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2420,7,Kimi,Räikkönen,1979-10-17,Finnish,98.0,1,107513.71153846153,2,29,13:56:33,24428,8,5,52,+11.257,5590713,49,8,1:35.384,222.339,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2421,19,Felipe,Massa,1981-04-25,Brazilian,57.0,0,107577.48076923077,1,10,13:21:18,35210,11,6,52,+14.573,5594029,51,6,1:35.273,222.598,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2422,19,Felipe,Massa,1981-04-25,Brazilian,57.0,0,107577.48076923077,2,16,13:32:21,24680,11,6,52,+14.573,5594029,51,6,1:35.273,222.598,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2423,19,Felipe,Massa,1981-04-25,Brazilian,57.0,0,107577.48076923077,3,36,14:08:18,24400,11,6,52,+14.573,5594029,51,6,1:35.273,222.598,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2424,19,Felipe,Massa,1981-04-25,Brazilian,57.0,0,107577.48076923077,4,42,14:18:38,24872,11,6,52,+14.573,5594029,51,6,1:35.273,222.598,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2425,99,Adrian,Sutil,1983-01-11,German,23.0,0,107611.36538461539,1,12,13:23:29,24807,6,7,52,+16.335,5595791,35,12,1:35.961,221.002,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2426,99,Adrian,Sutil,1983-01-11,German,23.0,0,107611.36538461539,2,33,14:03:04,25158,6,7,52,+16.335,5595791,35,12,1:35.961,221.002,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2427,\N,Mark,Webber,1976-08-27,Australian,87.0,0,107311.94230769231,1,10,13:20:19,31448,4,2,52,+0.765,5580221,52,1,1:33.401,227.059,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2428,\N,Mark,Webber,1976-08-27,Australian,87.0,0,107311.94230769231,2,31,13:59:51,24781,4,2,52,+0.765,5580221,52,1,1:33.401,227.059,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2429,\N,Mark,Webber,1976-08-27,Australian,87.0,0,107311.94230769231,3,42,14:18:03,24473,4,2,52,+0.765,5580221,52,1,1:33.401,227.059,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
2430,22,Jenson,Button,1980-01-19,British,25.0,0,107796.63461538461,1,11,13:22:03,24745,10,13,52,+25.969,5605425,39,16,1:36.356,220.096,2013,8,British Grand Prix,2013-06-30,12:00:00,Finished,Silverstone,UK,52.0786,-1.01694,153
